uncultured human fecal virus	Pepper mild mottle virus	Tobacco mild green mosaic virus	Tomato mosaic virus	Paprika mild mottle virus	Tomato brown rugose fruit virus	Malassezia globosa	Malassezia restricta	Azospirillum sp. 51_20	Pelomonas saccharophila	Sutterella wadsworthensis	Sutterella parvirubra	Proteobacteria bacterium CAG:139	Desulfovibrio piger	Bilophila wadsworthia	Bilophila sp. 4_1_30	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:83	Firmicutes bacterium CAG:103	Firmicutes bacterium CAG:114	Firmicutes bacterium CAG:137	Firmicutes bacterium CAG:240	Firmicutes bacterium CAG:424	Weissella jogaejeotgali	Clostridium phoceensis	Clostridium sp. CAG:138	Clostridium sp. CAG:169	Clostridium sp. CAG:217	Clostridium sp. CAG:343	Clostridium sp. 44_14	Clostridium sp. OM05-6BH	Clostridium sp. BIOML-A1	Clostridiaceae bacterium	Butyricicoccus sp. N15.MGS-46	Butyricicoccus sp. AM42-5AC	Butyricicoccus sp. BIOML-A1	uncultured Clostridiales bacterium	Roseburia intestinalis	Roseburia inulinivorans	Roseburia sp. AM16-25	Coprococcus catus	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	uncultured Lachnospiraceae bacterium	Blautia obeum	uncultured Blautia sp.	[Clostridium] bolteae	Murimonas intestini	Eubacterium ventriosum	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	Eubacterium sp. CAG:86	uncultured Oscillibacter sp.	Oscillibacter sp. 57_20	Oscillibacter sp. CAG:241_62_21	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus bromii	uncultured Ruminococcus sp.	Ruminococcus sp. CAG:403	Ruminococcus sp.	Ruminococcus sp. Marseille-P328	Ruminococcus sp. AM28-13	Ruminococcus sp. TF12-19AC	Gemmiger formicilis	Faecalibacterium prausnitzii	uncultured Faecalibacterium sp.	Faecalibacterium sp. CAG:82-related_59_9	Faecalibacterium sp. BIOML-A1	Anaerotruncus colihominis	Subdoligranulum sp. CAG:314	Subdoligranulum sp. 60_17	[Eubacterium] siraeum	Ruminococcaceae bacterium	Ruminococcaceae bacterium UBA1417	Ruminococcaceae bacterium UBA1691	Ruminococcaceae bacterium UBA6855	Flavonifractor plautii	Anaeromassilibacillus sp. Marseille-P3371	Neglecta timonensis	Clostridiales bacterium	Clostridiales bacterium UBA5901	Clostridiales bacterium UBA5909	Clostridiales bacterium UBA738	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Intestinimonas butyriciproducens	Clostridia bacterium	Candidatus Borkfalkia ceftriaxoniphila	Megamonas funiformis	Megamonas sp. Calf98-2	Megasphaera massiliensis	Dialister sp.	Peptoniphilus coxii	Firmicutes bacterium CAG:110_56_8	Firmicutes bacterium CAG:129_59_24	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Cutibacterium acnes	Coriobacteriaceae bacterium	Collinsella aerofaciens	Collinsella stercoris	Collinsella bouchesdurhonensis	Collinsella sp. UBA6357	Parolsenella catena	Enterorhabdus caecimuris	Eggerthellales bacterium	Coriobacteriia bacterium	Bacteroides fragilis	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides plebeius	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides xylanisolvens	Bacteroides oleiciplenus	Bacteroides sartorii	Bacteroides mediterraneensis	Bacteroides sp. CAG:144	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides sp.	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes sp. CAG:157	Alistipes finegoldii CAG:68	Alistipes sp.	Alistipes sp. 56_11	Alistipes sp. 3BBH6	Alistipes sp. 5CBH24	Rikenellaceae bacterium	Prevotella copri	Prevotella sp. CAG:520	Prevotella sp.	Prevotella sp. AM23-5	uncultured Prevotellaceae bacterium	Paraprevotella clara	Odoribacter splanchnicus	Butyricimonas virosa	Butyricimonas paravirosa	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis	Methanococcus voltae
D06-ZH-R1	2.3354	-1.4751	0.3601	3.648	-6.4834	-0.4542	-0.3645	3.2339	-5.4891	0.8947	2.9837	1.1007	-2.6521	-6.4683	-0.5308	-4.8752	0.6538	-8.54	3.3329	-0.8073	4.378	2.683	0.1209	-8.2078	-5.5056	2.914	4.8971	-3.8746	-0.3696	-2.032	-8.3941	-8.4516	-0.1043	-3.8241	0.4915	-1.1554	-3.4476	0.6941	3.0925	-0.7838	2.9363	-4.7195	1.7705	1.8142	3.7528	0.6654	2.3269	1.1428	0.7022	-1.2162	-3.583	-0.0879	-5.4481	-2.9623	5.5211	1.9608	2.6397	-3.4931	5.4746	-5.5629	0.6976	-1.8843	4.2426	4.1498	2.7773	-1.7239	0.9616	-3.9897	2.1161	7.89	2.325	-0.8657	1.1677	3.1701	-3.1355	-1.7895	-4.578	4.6426	-2.4784	1.4917	-7.5697	3.4101	-0.8844	-1.1484	7.2222	-3.3414	-7.5547	-4.9463	2.7724	-2.6172	3.556	-1.3354	0.3337	-8.3879	-4.0466	-0.1462	1.7392	-6.929	4.7013	2.4668	0.5682	-0.0979	-2.5728	2.3183	1.6954	-2.6996	1.2478	-6.9072	-2.7229	-0.4249	-0.1737	-4.7622	-2.3209	-5.5002	2.4696	6.3406	8.0289	9.2652	12.0213	8.008	2.3027	7.398	2.0676	1.7679	-6.2441	2.5552	1.913	2.4596	4.3249	-0.7747	-2.2326	-1.735	-2.1324	3.2973	-1.7183	-0.1317	0.2317	10.1686	5.811	5.0191	-0.397	0.6648	0.0815	-1.6789	6.592	0.5365	7.2981	0.5953	2.8096	-2.2811	-7.3954	-1.6163	-7.4725	2.1439	-1.1966	-1.1485	1.3607	-7.4859	2.4015	0.794	-2.985	0.6111
D06-ZH-R2	2.1979	-1.4587	0.4415	3.3863	-7.5061	-0.7007	-0.4475	4.7655	-1.2554	3.2548	2.0215	1.0802	-3.8494	-7.3844	-1.5463	-5.9371	-1.8912	-5.2223	1.7639	-2.2782	4.2393	2.5827	-0.1452	-5.9909	-4.7328	0.904	5.4062	-6.4515	-0.6259	-4.5615	-7.2601	-4.9402	1.0061	-2.1286	0.6137	-0.3539	-2.5445	0.7881	2.8001	-1.264	4.2353	-3.4862	2.4457	2.2432	4.5741	0.8879	3.2374	1.7304	0.1071	-0.8031	-2.7693	-0.0255	-7.4717	-4.8029	6.6686	2.296	2.6615	-3.8252	5.7009	-4.5971	2.0194	-6.0272	4.363	4.0324	2.6646	-2.0229	0.9374	-7.5743	2.2221	7.9532	2.3533	-0.2286	0.8187	3.109	-2.9894	-1.1271	-4.2712	4.9143	-2.5467	0.286	-6.7006	3.8918	-1.6879	-2.2867	7.3204	-3.6597	-5.2569	-4.2274	2.7044	-2.3309	3.191	-0.8885	0.3407	-4.51	-6.6169	-7.5324	2.9809	-6.4679	5.6508	2.8502	1.1892	-1.0911	-1.11	2.4975	2.0661	-1.9298	0.9968	-7.457	-5.8219	-6.4447	0.5468	-4.5983	-4.2372	-3.1552	3.3676	6.1336	7.9237	9.3567	12.054	8.0023	3.1495	7.1082	1.4162	2.3406	-5.2825	2.5983	2.0469	3.2192	4.413	-0.5124	-1.7559	-2.0565	-2.0898	3.6368	-0.962	0.4164	1.0142	10.374	6.3018	5.169	-0.8678	1.3432	-3.2945	-0.4222	6.6255	-3.7656	7.2768	0.5412	2.8018	-2.0314	-5.4395	-1.066	-4.7522	2.2802	-1.817	-1.2406	1.094	-4.2412	2.6449	0.4935	-2.7232	-3.7075
D06-ZH-R3	1.7926	-1.8619	-0.7714	1.5104	-8.7661	-2.1838	1.7902	6.6958	-8.7191	2.7166	2.3239	1.3899	-4.0593	-4.8432	-2.9447	-8.6478	-3.3251	-7.1918	3.3684	-1.6525	5.9611	4.5884	0.6877	-7.5719	-8.616	2.3638	5.576	-7.2598	0.8003	-4.1875	-8.498	-4.5131	-0.589	-4.5528	1.3859	0.4078	-2.2986	2.1439	4.1272	-1.6296	3.2605	-2.6716	1.9972	2.3431	3.7471	0.4563	2.4948	1.2764	0.6081	0.2369	-3.2202	-0.3779	-8.6623	-7.8098	6.244	2.8059	2.9186	-3.3994	6.1402	-3.9032	1.4601	-2.8863	4.2739	3.0364	3.1518	-2.0269	1.2868	-8.6558	2.957	8.7696	3.2405	0.7921	2.515	3.9952	-4.6187	0.2523	-4.2902	5.5124	-1.9936	2.7425	-4.6858	4.0613	-0.2254	-1.059	7.8538	-1.7306	-2.8402	-2.1795	4.0074	-2.1801	4.5108	-0.6284	-0.9558	-8.6974	-8.6643	-8.8017	2.4159	-8.4128	4.7639	3.6002	1.3292	-0.1719	-0.8623	3.3643	3.6792	-0.315	1.7578	-5.2561	-2.4883	-2.3879	1.009	-8.4935	-4.5171	-4.53	2.9647	6.399	7.8943	9.4405	12.0918	8.1354	2.9102	7.3807	1.5008	2.2355	-5.5845	3.2966	1.6062	2.4425	4.2681	-0.7694	-1.7133	-4.5696	-1.5204	3.281	-0.8063	0.5076	0.7775	10.4036	5.687	5.0104	-0.7369	1.0475	-3.4388	-0.6336	6.5493	-5.294	7.1749	0.4879	2.9431	-2.9613	-5.6847	-0.8332	-3.5698	2.1871	-1.2853	-1.5668	0.4443	-5.805	2.3153	0.8327	-3.4086	-3.2489
D06-ZR-R1	4.2491	0.2175	3.1286	3.6077	-4.6023	-1.3576	-2.9239	1.2401	-8.1249	-0.5951	1.3638	0.3998	-4.0129	-5.8162	-5.7466	-5.8355	-1.377	-5.4816	5.9018	-0.129	7.9192	7.8126	-1.1629	-5.2745	-2.8732	0.7165	4.5409	-2.0046	1.3752	-4.8306	-10.0403	-3.9011	-0.5211	-3.0685	2.3659	2.4768	0.1736	4.405	6.1183	-2.8439	4.1056	-4.6533	4.0205	2.5557	5.904	0.7623	2.9032	3.9179	1.9452	0.5817	-2.7617	2.6174	-10.2163	-7.7918	3.1404	4.6418	2.9818	-1.4638	7.546	-1.4464	-1.206	-4.2155	5.061	5.4697	4.8854	-2.6848	1.4126	-10.0275	6.1587	9.0779	3.3132	2.1946	3.0574	3.5405	-3.865	2.4103	-4.5032	6.734	-0.7668	4.5415	-4.58	3.946	3.262	0.6027	9.0209	-1.0911	-3.3537	-2.0586	5.8823	-1.0303	5.7371	-0.7768	1.1223	-7.7592	-6.3889	-5.1484	2.7251	-7.8388	6.0759	5.3698	5.0331	-1.1022	3.2723	7.0516	-0.0907	2.0009	4.8302	-2.4425	-1.7751	-0.2221	4.5281	-3.0133	-7.425	-3.1943	1.0911	3.5056	6.191	6.0271	10.3958	6.9694	0.903	4.7046	-0.147	0.6608	-9.0763	0.2806	-1.3701	0.8723	2.1717	-5.2166	-5.9921	-8.537	-7.2177	3.089	-5.292	-3.629	-2.6303	9.5203	6.4873	4.376	-2.2376	-0.0939	-6.1181	-3.008	5.5735	-4.1329	6.6283	-0.6948	2.2177	-5.2454	-9.094	-2.117	-10.1329	0.1136	-4.9306	-2.6471	-0.4576	-9.1017	-0.6926	-2.6002	-6.0446	0.1415
D06-ZR-R2	4.1147	-0.4176	2.3936	2.4634	-5.277	-1.0413	-3.7011	1.0499	-3.6696	-1.4798	0.2796	-0.4252	-4.4121	-4.5164	-5.8976	-5.674	-2.1385	-4.708	6.074	-0.0705	7.747	7.3846	-2.0635	-4.902	-2.7028	-2.0352	4.7045	-2.6717	1.9622	-4.285	-9.436	-3.9961	-1.8861	-2.9863	2.4325	2.2612	-0.1857	3.9259	5.8826	-2.9749	4.0742	-3.8242	4.2814	2.9469	5.8861	1.5685	2.9629	4.2822	2.3538	1.665	-2.1882	2.4856	-7.3798	-7.4245	2.3744	4.7873	2.5862	-1.6838	7.6255	-1.4534	-0.9095	-4.3296	5.2255	5.3352	4.7397	-2.122	1.6509	-9.3037	6.2713	8.6961	2.9716	2.0322	2.6354	4.1783	-3.8274	2.843	-3.8582	6.6635	-0.4644	3.7743	-3.8972	4.5675	3.124	0.6994	8.8172	-0.7958	-3.3706	-1.3808	5.745	-0.4537	6.2153	-0.6397	0.2071	-9.3173	-6.7895	-4.3033	3.2189	-3.8269	6.2213	5.6142	4.3536	-1.7143	2.5482	6.4243	-1.3175	2.4271	4.7845	-2.6023	-1.2464	0.2334	4.2415	-2.0964	-8.4521	-3.6773	0.6888	3.1291	6.0375	6.0427	9.114	5.5373	1.4632	5.0613	-0.5174	1.239	-9.3801	-1.2995	-0.0047	0.9911	2.2092	-3.511	-4.1448	-6.5957	-6.8393	3.7956	-4.2848	-2.9106	-2.0494	8.4353	6.1185	3.4472	-3.0991	-0.559	-4.9127	-3.2821	4.659	-5.4491	5.1518	-0.9091	1.4647	-4.2247	-9.4358	-2.4618	-7.7918	-0.2718	-5.1969	-2.8458	-0.7633	-9.6127	-0.952	-2.9616	-5.459	-3.6717
D06-ZR-R3	5.71	0.7562	3.0489	3.4726	-4.0426	-1.8269	-3.0597	1.8325	-6.9069	-1.7854	1.8314	0.6357	-3.2862	-5.5276	-5.2822	-5.4707	-2.132	-5.1432	5.3854	-0.5948	7.7364	6.8321	0.0808	-5.5089	-3.9094	-2.0533	4.2653	-3.0449	1.914	-4.9866	-10.5465	-3.1096	-1.2186	-3.6486	1.8053	2.2928	-0.3297	3.8756	5.6637	-2.7656	4.4455	-4.0741	3.7381	3.1746	5.3308	0.8038	2.7252	3.5838	1.469	-0.009	-2.8103	2.2034	-10.5058	-10.3618	3.6483	3.9701	2.763	-1.9433	6.8077	-1.6562	-0.0557	-4.6576	5.1004	4.5573	4.0444	-2.6146	1.4884	-10.2687	5.4021	9.3053	3.9765	2.0794	3.3945	3.7051	-2.17	2.2252	-3.5078	6.2196	-0.8758	4.4558	-3.3631	3.6284	2.9841	0.2882	8.8754	-1.3954	-4.1581	-1.7863	5.6699	-1.3612	5.3426	-1.2308	2.2121	-10.2165	-10.4014	-5.6724	2.5835	-5.263	6.9215	4.5864	5.2181	-2.1426	3.1027	6.7035	-1.2716	1.4289	4.2413	-3.2604	-1.632	-0.4471	3.9398	-3.3939	-8.8486	-3.6679	1.5868	3.867	6.7266	6.457	10.2134	6.4787	1.206	6.1	0.3519	1.4673	-7.4317	-0.4885	-0.4336	1.1155	1.8031	-4.3875	-4.9448	-7.0256	-6.1464	4.0355	-4.6235	-2.748	-1.9817	9.8927	7.6685	4.9705	-1.7887	0.4415	-4.5358	-1.9843	6.2066	-3.6759	6.7951	0.0834	2.7472	-4.6706	-7.0189	-1.7643	-7.5449	0.4662	-4.979	-1.8098	0.258	-8.4367	0.1322	-2.1528	-5.8358	-8.9415
D07-NF-R1	5.0133	-3.5027	-1.5029	-9.6614	-4.4043	-2.0882	-1.595	2.3408	8.5839	0.9232	-5.2148	-5.7194	-1.8588	-3.7876	5.1742	1.1821	-2.9013	4.539	-1.4494	5.2735	3.1466	6.3985	6.3019	-2.5491	-11.2412	2.0046	3.601	-3.8212	-1.6538	-3.4449	0.3944	-5.2499	-7.3713	-4.4582	0.9958	-2.2907	-2.3803	-1.4024	6.4937	-3.4021	-1.5569	3.0991	3.0368	2.655	3.1169	-0.2156	2.3964	0.5921	1.9453	-1.1276	0.8551	1.5695	-6.9648	-5.6697	1.7379	4.0611	6.8694	-0.3081	7.1016	-1.0052	-2.7452	1.4283	3.8288	-2.6863	2.981	-1.1887	3.4919	3.3252	6.7754	8.6052	1.9503	3.7263	0.8744	6.462	-3.3331	2.4496	-5.4993	8.3744	-1.0259	-2.2161	5.0098	6.6333	0.7043	1.9483	5.8101	5.2711	-2.1739	-1.9793	1.157	-1.491	5.748	-0.1439	-4.1945	-11.2603	-4.825	-4.0812	-7.3808	-7.9447	4.3043	5.3371	1.2552	-0.6598	-1.8226	2.5775	0.908	-3.7842	-3.8378	-6.686	-7.3309	-5.2073	-5.5689	4.0553	-2.6653	-3.6063	-1.3005	-0.3922	4.1282	4.1009	-1.578	0.2699	-1.2987	4.1044	1.7058	-1.9727	-10.3164	2.678	-0.391	-1.3718	-0.5248	-4.7242	4.7882	-0.1981	-8.5247	0.3783	-6.1786	-5.4525	0.6485	7.3581	4.5219	4.5549	5.0055	3.7815	-5.0903	4.0523	3.9314	-2.6265	5.6624	6.7374	3.9093	-5.9435	-6.1005	-3.053	-8.068	-0.0259	-5.2527	1.7273	6.9118	3.514	0.3388	4.6334	-1.576	1.2601
D07-NF-R2	5.3491	-3.6112	-2.7158	-7.4633	-4.3372	-1.8974	-3.3497	2.4636	8.2404	1.1517	-3.8415	-6.2436	-1.869	-3.6612	4.4981	0.4955	-2.3516	3.5929	-0.9808	5.8656	2.9746	7.247	6.6288	-2.4665	-9.7206	-1.3292	3.6898	-3.1052	-1.1498	-4.2294	-1.1763	-5.1431	-6.1452	-4.4089	1.1222	-2.2248	-3.0459	-1.4544	6.6044	-4.1524	-1.3834	3.0433	2.5191	0.9744	3.3062	-1.147	2.5119	0.099	1.5918	-0.9672	0.5306	0.751	-8.2618	-8.3364	1.0161	4.0611	6.9781	0.4844	7.4394	-0.5914	-2.2751	0.548	4.0737	-3.7864	2.4466	-0.6204	2.951	2.1609	6.183	8.1746	1.769	3.0869	0.6439	6.7089	-4.2118	2.5159	-3.9962	8.8208	-0.3533	-1.4623	5.0413	7.3219	1.0782	2.4159	5.783	5.5688	-1.9021	-1.7472	1.2171	-1.3571	6.5447	0.2416	-4.2322	-5.8163	-9.8916	-5.8041	-6.8771	-6.3683	4.3676	5.7631	2.3687	-1.6168	-2.4163	2.9135	-0.2121	-3.7327	-2.5662	-6.4755	-6.3078	-3.9842	-5.6786	4.6715	-2.5785	-2.7462	-0.7823	-0.5355	4.0785	3.9198	-1.0415	0.3807	-0.6302	4.4981	2.0884	-1.7108	-9.9772	2.4217	-0.0931	-0.8606	-0.6293	-4.4382	3.985	-0.1069	-7.047	0.9757	-4.9898	-4.4312	0.9372	7.3257	4.9766	4.9167	5.2329	4.286	-3.4028	4.5621	4.248	-2.1141	6.0565	6.9842	4.2417	-5.2961	-10.0046	-2.3724	-7.811	0.0484	-5.2002	0.8788	5.9391	3.1442	0.4096	4.5466	-0.9977	-5.4417
D07-NF-R3	6.3735	-2.3168	-1.0201	-10.5342	-4.0026	-2.7312	-4.0991	0.2759	8.4459	0.4159	-5.8395	-6.6555	-1.6254	-4.2929	3.7896	-0.3584	-3.17	2.8597	-0.9188	5.8883	2.8035	6.1374	6.9254	-2.1154	-7.5064	-4.8421	3.3118	-3.0082	-0.7944	-4.0238	-0.4005	-4.4274	-6.1505	-4.9686	1.3635	-2.1403	-1.9148	-2.324	6.8928	-5.0689	-1.6674	3.4995	3.1665	0.5013	4.0879	-0.7623	2.5957	0.3762	2.1743	-0.9121	-0.0077	-0.0703	-10.6197	-8.9503	1.0732	4.5189	7.8513	0.5816	7.9041	-0.4986	-1.903	0.9108	4.0687	-3.6078	1.8651	0.3596	3.612	1.5418	6.6494	8.4861	2.2023	3.6458	1.5518	6.6843	-4.0333	3.8638	-5.395	8.6463	-0.4104	-1.757	4.7764	7.6113	1.1012	2.3129	5.8288	5.3622	-1.9759	-1.8839	1.0621	-1.4286	6.4729	0.2611	-3.8089	-6.7068	-10.3554	-5.4095	-6.7867	-8.4948	4.6287	6.1551	1.3064	-2.7468	-2.6812	2.1952	-2.8172	-3.9194	-2.8847	-5.4215	-7.1338	-3.9844	-5.537	3.8525	-4.1996	-2.9129	-0.3533	0.1433	5.1596	3.9522	-1.0269	0.8225	-0.8701	5.0798	3.4966	-1.3493	-10.5099	3.2714	1.037	-0.0395	-0.6105	-4.0907	3.9721	1.3386	-6.2293	1.3657	-6.3684	-5.0408	1.3486	7.8469	5.0542	5.204	5.3745	4.0748	-3.6175	4.6119	4.5151	-1.8124	6.2635	7.2523	4.1978	-5.5984	-6.4357	-2.5333	-7.154	0.6548	-4.6184	1.0135	6.3396	3.9702	0.7652	5.2104	-0.5978	-6.3751
D07-OF-R1	5.3135	-4.3719	-2.195	-8.4178	-5.6483	-4.5891	-3.2613	-0.2948	12.4209	-1.5776	-5.5219	-8.5918	-1.3429	-4.1126	4.7722	0.6848	-2.0984	7.4819	-1.6165	3.8945	2.2631	5.9687	4.8925	-2.4659	-8.3279	-0.2659	4.3081	-3.4095	-2.4941	-3.625	1.2937	-6.8405	-6.5402	-2.0561	0.6914	-2.356	-3.9381	-1.6565	6.4899	-2.7775	-1.5717	4.5704	1.882	2.4023	4.4157	-0.3687	2.2461	1.0663	2.1069	-1.2487	-2.1981	2.1713	-8.3362	-4.5133	1.9605	4.1528	5.6346	-0.8804	6.0102	-1.7243	-3.2309	2.7411	3.9543	-4.3427	2.4532	-1.8596	3.1229	3.2242	6.3346	9.668	2.1935	4.0007	0.611	4.2737	-3.6432	1.572	-4.943	8.526	-0.9142	-2.6255	5.8724	5.0113	1.2534	0.7483	5.1201	5.4777	-2.6105	-2.1289	0.6637	-1.8025	4.8083	-0.4122	-3.6573	-7.5171	-8.4553	-3.5144	-5.0125	-8.559	2.8952	4.4771	0.1349	-2.0738	-4.14	1.5712	-1.8387	-3.6802	-5.2289	-5.5851	-6.5179	-5.4796	-5.673	5.8849	0.3446	-2.9563	-0.6982	1.0577	5.5033	4.8574	-1.0311	-0.0396	-0.6171	3.9857	2.4656	-1.6518	-8.7757	4.7375	-0.211	0.0939	0.939	-4.6344	6.596	0.1991	-8.4272	1.9065	-7.7097	-6.2187	1.9133	7.8994	4.6839	5.4362	4.982	3.8481	-3.7021	4.2056	4.3167	-2.0696	6.4155	6.6473	4.5602	-5.3091	-8.5182	-1.7854	-6.8938	0.2728	-6.299	4.5727	6.3133	5.184	0.8663	5.9609	-0.5128	-1.7113
D07-OF-R2	4.9116	-2.7915	-2.6453	-8.5719	-5.2464	-5.757	-4.5078	0.4469	11.542	-0.5951	-2.769	-6.958	-1.8503	-3.5378	4.6466	0.52	-3.4378	6.8542	-0.1756	3.5509	2.2076	6.8789	5.7363	-2.7544	-8.6248	-3.4681	4.1007	-3.6962	-2.6687	-4.0668	1.3797	-6.4564	-4.9183	-2.8197	1.1038	-1.3504	-3.4018	0.0988	6.4668	-4.7587	-1.419	4.1582	1.9388	2.4416	4.4482	-0.2333	2.6661	2.4636	2.4995	-0.4129	-2.4302	2.5986	-5.8035	-5.3662	2.0006	4.1474	5.9933	-0.5973	6.368	-1.7329	-2.4753	4.3505	4.6026	-3.7783	3.5555	-0.9593	4.3932	5.3065	7.196	9.8586	2.3854	4.6425	0.8901	5.4082	-5.772	1.8656	-4.343	8.5493	-0.5335	-1.944	5.3712	5.0458	1.0524	0.8557	5.2005	5.6475	-2.2379	-2.8704	0.4405	-1.9799	4.5038	-0.1164	-3.7776	-8.0927	-9.6831	-2.3454	-5.8224	-7.1159	2.6007	4.8349	2.0466	-3.4092	-3.1842	2.0354	-2.1931	-3.5252	-3.4592	-5.9963	-5.5094	-4.2609	-5.4515	6.7405	0.7096	-2.7037	-0.5081	0.4675	4.4585	3.7733	-1.2791	-0.5182	-0.0911	3.4796	1.7378	-1.7377	-9.5349	3.5233	-0.7002	-0.2827	-0.8657	-4.6955	5.8922	-0.588	-8.0011	1.7969	-6.1825	-5.3713	0.9436	7.8906	4.0987	4.7641	4.2674	3.1821	-4.2837	3.5894	3.8742	-2.517	5.8639	6.1082	3.8164	-5.4169	-5.8917	-1.7139	-9.6388	-0.1105	-6.155	3.3265	5.6659	4.5937	0.5339	4.6373	-1.0009	-8.0952
D07-OF-R3	4.8649	-4.0396	-2.2782	-9.0373	-5.2519	-3.2166	-1.555	3.6738	11.9242	0.2851	-6.8922	-7.6036	-1.458	-2.7946	4.8661	0.9359	-2.2025	6.7218	-1.5146	3.9	2.8612	6.329	5.0567	-1.8824	-9.0213	-0.543	4.1329	-3.9821	-3.3134	-4.5594	-0.0481	-5.1659	-5.3529	-3.1246	0.6521	-1.6368	-3.3245	-0.9419	6.5996	-3.3031	-1.1948	3.7969	1.0383	1.996	3.881	-1.9792	2.0655	0.7576	1.8288	-0.8584	-2.0785	1.9368	-8.8641	-8.8114	1.2202	4.4442	5.9439	-0.7483	6.2049	-1.346	-2.4317	3.4123	4.0111	-4.3379	3.0554	-1.8452	3.4299	4.9098	6.841	9.8381	2.574	4.092	0.6144	4.7486	-8.8061	1.7045	-4.2583	8.2014	-0.8105	-2.162	5.6387	4.9157	1.0054	0.7927	5.37	5.422	-2.6922	-2.5255	0.9004	-2.3562	4.8865	-0.5175	-5.64	-8.7879	-8.7242	-3.8482	-5.8658	-7.9098	2.5106	4.6129	0.2746	-2.3371	-3.4744	1.4675	0.6082	-3.2429	-4.2722	-4.9162	-8.902	-4.6738	-8.6614	5.5522	0.2955	-2.8458	-0.072	1.0832	5.4798	4.7919	-0.852	0.2875	-0.4279	4.2062	2.6224	-1.4008	-8.8362	4.3617	-0.1839	0.1092	-0.169	-4.0553	6.1961	0.4644	-5.4622	1.8309	-6.1189	-4.5257	1.675	8.7964	5.124	5.7717	5.3496	4.1378	-4.1026	4.5734	5.0036	-2.137	6.6987	7.0702	4.7418	-4.5037	-8.7267	-0.9082	-8.8647	0.1508	-4.5736	4.0808	6.0938	4.456	0.8548	5.6451	-0.6136	-7.9566
D07-OR-R1	5.5685	2.2435	3.1607	-6.7967	1.4032	1.6218	2.0296	5.7017	8.0536	4.4173	-5.4153	-6.7181	-2.9235	-4.3409	4.1651	0.1547	-3.6243	5.3513	-2.1868	2.7306	2.0292	4.6993	2.3651	-2.864	-6.8678	5.2738	3.0518	-6.6324	-3.8205	-3.254	4.8686	-6.7961	-2.6187	-2.6549	1.6515	-2.9541	-5.7882	-2.8555	5.732	0.1997	1.1409	7.9116	2.5175	5.1354	4.1263	-0.7414	4.2067	1.5274	-0.1126	-1.5388	3.7796	4.2404	-6.7118	-7.0887	1.2895	2.2058	5.4029	-1.707	6.1691	-1.4806	-3.5129	-2.4571	2.5431	-5.3986	1.804	-3.1676	4.9589	-6.908	4.4475	6.4051	-0.5509	1.7415	-0.8936	1.8426	-1.9874	1.3976	-5.0207	6.7026	-1.4195	-5.9733	4.1452	4.5817	-6.965	-0.6119	4.5491	5.3135	-5.3061	-2.9221	-0.1066	-3.781	2.0828	-1.6344	-6.8659	-7.0073	-0.7426	-6.8108	-6.7986	-2.8846	1.8841	4.4111	0.2935	3.3284	-0.3637	2.9193	4.5473	-5.5021	-2.2125	-3.1412	-2.7718	-4.3649	-6.8444	6.6183	1.5191	-2.0616	-0.5896	-0.193	3.703	4.1065	-0.1324	0.3698	-2.6577	3.0654	1.4259	-1.9932	-6.7501	2.1311	0.2055	-1.7175	-2.0443	-7.0452	4.2078	-0.3855	-6.9757	-0.7194	-6.9542	-6.7689	-0.2628	7.4423	4.3828	4.7554	4.625	3.6596	-7.0624	3.8688	3.8996	-2.1701	5.8682	6.6644	3.5919	-2.0568	-2.2532	-1.9837	-2.1284	-0.4015	-4.5419	1.5861	2.8315	1.9921	-0.158	3.2784	-3.4591	5.0629
