uncultured human fecal virus	Pepper mild mottle virus	Tobacco mild green mosaic virus	Paprika mild mottle virus	Tomato brown rugose fruit virus	Malassezia restricta	Acinetobacter baumannii	Pseudomonas aeruginosa	Escherichia coli	Azospirillum sp. 51_20	Sutterella wadsworthensis	Sutterella sp. AM18-8-1	Sutterella sp. AF15-45LB	Proteobacteria bacterium CAG:139	Bilophila wadsworthia	Bilophila sp. 4_1_30	Akkermansia muciniphila	Lentisphaeria bacterium	Firmicutes bacterium CAG:94	Firmicutes bacterium CAG:83	Firmicutes bacterium CAG:103	Firmicutes bacterium CAG:114	Firmicutes bacterium CAG:137	Firmicutes bacterium CAG:240	Staphylococcus aureus	Lactobacillus fermentum	Weissella jogaejeotgali	Clostridium phoceensis	Clostridium sp. CAG:138	Clostridium sp. CAG:169	Clostridium sp. CAG:217	Clostridium sp. L2-50	Clostridium sp. 44_14	Clostridium sp. OM05-6BH	Clostridium sp. OM08-29	Clostridium sp. BIOML-A1	Clostridiaceae bacterium	Butyricicoccus sp. N15.MGS-46	Butyricicoccus sp. AM42-5AC	Butyricicoccus sp. BIOML-A1	uncultured Clostridiales bacterium	Roseburia intestinalis	Roseburia hominis	Roseburia faecis	Roseburia inulinivorans	uncultured Roseburia sp.	Roseburia sp. CAG:45	Roseburia intestinalis CAG:13	Roseburia sp.	Roseburia sp. AM16-25	Coprococcus eutactus	Coprococcus catus	Coprococcus comes	uncultured Coprococcus sp.	Coprococcus sp.	Coprococcus sp. AF16-5	Coprococcus sp. AF38-1	[Eubacterium] rectale	Lachnospiraceae bacterium	Dorea longicatena	uncultured Lachnospiraceae bacterium	[Ruminococcus] gnavus	Blautia obeum	Blautia wexlerae	uncultured Blautia sp.	Eubacterium sp. CAG:202	Eubacterium sp. CAG:251	uncultured Oscillibacter sp.	Oscillibacter sp. 57_20	Oscillibacter sp. CAG:241_62_21	Oscillibacter sp.	Oscillospiraceae bacterium UBA6359	Oscillospiraceae bacterium UBA6409	Ruminococcus bromii	Ruminococcus callidus	Ruminococcus bicirculans	uncultured Ruminococcus sp.	Ruminococcus sp.	Ruminococcus sp. Marseille-P328	Ruminococcus sp. AM28-13	Ruminococcus sp. TF12-19AC	Gemmiger formicilis	Faecalibacterium prausnitzii	uncultured Faecalibacterium sp.	Faecalibacterium sp. AF27-11BH	Faecalibacterium sp. BIOML-A1	Anaerotruncus colihominis	Subdoligranulum sp. CAG:314	Subdoligranulum sp. 60_17	[Eubacterium] siraeum	Ruminococcaceae bacterium	Ruminococcaceae bacterium UBA6855	Flavonifractor plautii	Ruthenibacterium lactatiformans	Anaeromassilibacillus sp. Marseille-P3371	Neglecta timonensis	Clostridiales bacterium	Clostridiales bacterium UBA5901	Clostridiales bacterium UBA5909	Clostridiales bacterium UBA738	Clostridiales bacterium UBA7739	Clostridiales bacterium CCNA10	Intestinimonas butyriciproducens	Intestinimonas massiliensis	Clostridia bacterium	Candidatus Borkfalkia ceftriaxoniphila	Megamonas funiformis	Megamonas rupellensis	Megamonas sp. Calf98-2	Phascolarctobacterium sp. CAG:207	Megasphaera massiliensis	Firmicutes bacterium CAG:110_56_8	Firmicutes bacterium CAG:129_59_24	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium pseudocatenulatum	Bifidobacterium longum	Cutibacterium acnes	Coriobacteriaceae bacterium	Collinsella aerofaciens	Collinsella stercoris	Collinsella bouchesdurhonensis	Collinsella sp. UBA6357	Collinsella sp. AM10-26	Parolsenella catena	Eggerthella lenta	Enterorhabdus caecimuris	Coriobacteriia bacterium	Bacteroides fragilis	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides eggerthii	Bacteroides ovatus	Bacteroides stercoris	Bacteroides caccae	Bacteroides massiliensis	Bacteroides cellulosilyticus	Bacteroides coprocola	Bacteroides intestinalis	Bacteroides dorei	Bacteroides xylanisolvens	Bacteroides faecis	Bacteroides mediterraneensis	Bacteroides cellulosilyticus CAG:158	Bacteroides coprocola CAG:162	Bacteroides finegoldii CAG:203	Bacteroides sp.	Bacteroides sp. UNK.MGS-14	Bacteroides sp. HMSC068A09	Bacteroides sp. AF14-46	Bacteroides sp. AF15-23LB	Bacteroides sp. AF16-29	Bacteroides sp. AF36-11BH	Bacteroides sp. AF37-16AC	Bacteroides sp. AF39-10AT	Bacteroides sp. AM16-15	Bacteroides sp. AM44-19	Bacteroidaceae bacterium	Alistipes putredinis	Alistipes finegoldii	Alistipes onderdonkii	Alistipes shahii	Alistipes senegalensis	Alistipes sp. CAG:157	Alistipes finegoldii CAG:68	Alistipes putredinis CAG:67	Alistipes sp.	Alistipes sp. 56_11	Alistipes sp. 56_sp_Nov_56_25	Alistipes sp. AF14-19	Alistipes sp. 3BBH6	Alistipes sp. 5CBH24	Rikenellaceae bacterium	Prevotella copri	Prevotella sp. CAG:520	Prevotella sp.	Prevotella sp. AM23-5	uncultured Prevotellaceae bacterium	Paraprevotella clara	Odoribacter splanchnicus	Butyricimonas virosa	Barnesiella intestinihominis	Parabacteroides distasonis	Parabacteroides merdae	Parabacteroides massiliensis
D06-ZF-R3	0.9841	-0.435	-1.2699	-9.1071	-4.5174	-4.1191	-0.2102	0.4337	-0.2601	-6.798	1.0918	-10.7841	-10.6087	-1.7117	-5.9267	-5.1685	-1.2084	-6.0293	4.8524	-0.7309	7.9296	5.7335	-2.9425	-4.1841	-0.3145	-5.5199	-8.7237	3.381	-2.9659	-0.0346	-3.682	-3.1295	0.5477	4.3066	-2.9902	0.2718	4.4513	4.7886	2.5688	5.2739	5.9437	1.267	2.6831	2.7743	4.9146	-1.7479	-3.4877	-1.9648	2.9431	-2.7692	-2.4062	4.9162	-0.4738	4.0771	-1.3778	-4.4882	-6.8643	6.3369	7.8481	5.6037	3.9183	5.1276	6.1499	4.4574	3.8667	-9.1005	-5.9432	4.6409	0.9158	-2.0319	5.7541	-1.7408	-2.0663	-2.6274	5.6984	8.4504	7.8098	7.5374	2.2236	7.94	-8.726	5.8738	11.2958	7.4146	6.9303	6.9327	2.144	-4.2005	3.1737	-3.2776	6.8327	-2.443	4.4712	1.8153	0.9754	0.3667	9.3506	-1.6797	-2.6057	0.1564	5.5457	-0.6708	3.6535	2.2568	-0.496	-0.957	-9.7334	-9.7952	-10.6089	-10.6832	-6.2447	4.1392	4.0106	4.3116	-3.452	2.5713	6.0593	-0.288	3.0423	4.9022	-3.6866	-1.2549	-0.9328	-10.5909	3.69	3.6602	-2.9053	-4.0988	1.2983	5.1125	9.3547	9.3806	9.6951	8.4682	-0.1987	5.9349	0.2945	0.6989	-5.959	1.5631	5.2815	1.9242	-0.1479	-3.6856	-4.1861	-3.0386	-3.8759	2.0318	0.7256	-10.8929	-10.8747	-10.7147	-9.8036	-9.1269	-1.8037	-0.4624	-1.1247	4.1786	-0.996	9.1819	5.4468	6.6206	-1.3888	-0.9789	-6.3689	-2.4551	6.6897	5.7253	-4.7875	-3.8881	-4.0794	7.8119	-1.5205	1.9184	-3.6654	-8.6741	-2.0924	-8.463	0.195	-4.3792	-3.9276	-0.9553	-8.441	3.5374	2.2845	-6.5933
D06-ZH-R1	1.8266	0.4503	-0.3694	-7.3235	-1.2008	2.6651	0.8114	1.7057	3.0468	-6.3308	4.0324	-9.2573	-9.1008	-1.4794	-0.3947	-4.6597	1.5903	-9.0836	2.6262	-1.3782	5.5409	2.0693	1.088	-9.2086	4.326	-6.0966	2.2049	4.4389	-4.5522	-1.0754	-1.8402	-9.3863	-9.1344	0.6806	-2.5884	-3.4944	2.5923	-0.3381	-1.5341	0.7821	3.3977	0.894	0.7264	0.2481	2.7238	-8.9809	-9.285	-9.1552	0.925	-5.213	-6.2508	1.6383	-1.8288	0.9499	-6.2587	-9.2892	-9.3599	2.8762	4.8067	1.6412	3.2011	2.7739	2.154	2.5845	2.9833	-6.3154	-3.4358	3.7738	1.9053	-4.079	5.3328	-6.2743	0.2691	0.1226	0.7464	4.0481	5.0502	3.5479	-0.2797	2.9447	-1.1914	2.6576	9.0986	5.7361	4.4103	4.3406	2.7699	-3.8863	-0.915	-4.7656	5.0203	-8.3732	3.0789	0.8232	-1.467	-1.6959	7.5539	-4.0617	-8.1648	-3.2652	2.4033	-1.5861	3.7786	2.3242	-1.2563	-0.4101	-8.9913	-9.4376	-3.6927	-9.2531	-0.8851	4.2215	4.0363	0.624	-0.7809	-2.2047	2.1574	4.8275	-1.6661	1.5749	-7.7195	-3.3769	-1.1611	-9.022	-0.9041	0.3987	-5.5889	-6.2608	3.1111	7.6116	10.9555	11.713	11.4925	9.904	2.4346	8.4452	0.9619	3.1056	-6.9343	3.7953	7.3208	4.1754	1.9907	-1.1302	-0.167	-0.6501	-0.9616	3.7528	2.1389	-9.0567	-7.186	7.2136	5.9881	0.454	1.3225	1.8212	0.7263	3.8961	1.4973	10.3939	6.2004	7.5843	0.7731	-0.0015	0.0825	-1.2919	7.672	6.845	0.5608	-1.6163	-1.9363	9.2378	-0.009	3.0548	-1.2465	-8.166	-1.5229	-8.2562	1.733	-1.3893	-0.1801	0.7939	-4.0298	5.9775	3.9356	-3.7039
D06-ZH-R2	1.7685	0.4871	-0.219	-8.3524	-1.3765	4.3548	1.9074	4.5936	3.2582	-1.9079	2.6061	-6.1688	-8.1377	-2.9023	-0.184	-6.5128	-1.1576	-5.9509	1.1504	-2.7286	5.6955	2.0594	1.1017	-6.5456	5.7662	-4.7351	0.3464	5.149	-7.2784	-1.233	-5.1793	-8.2654	-5.6264	2.1268	-8.1825	-1.5253	3.2348	0.706	-0.1557	1.0704	3.5309	0.6093	1.9624	0.8377	4.182	-8.1416	-8.3124	-7.9335	1.1535	-3.7261	-8.2402	2.5125	-2.275	1.5093	-5.8782	-8.2715	-8.1931	3.6332	5.8939	2.0626	4.3223	3.8822	3.191	2.9727	2.8131	-8.1197	-5.407	4.4062	2.0092	-4.4141	5.7645	-5.2818	1.5699	-6.6998	1.0747	4.3572	5.6229	3.8598	-0.1358	3.3987	-8.1744	3.1748	9.1604	5.6485	4.8688	4.0747	2.8982	-3.6288	0.2258	-3.0577	5.7126	-7.116	3.7792	0.968	-2.1582	-2.6984	8.3878	-4.0974	-5.9454	-0.1057	2.5791	0.3678	3.8185	2.7774	-0.5824	-0.3401	-5.1276	-8.2027	-7.216	-8.166	-8.3484	5.3092	4.7329	1.7455	-1.6171	-0.2975	2.4272	5.0516	-0.0832	1.8928	-8.1343	-6.6189	-7.1855	-7.9805	-0.0812	0.293	-5.2131	-3.2094	4.0001	7.5964	11.0695	12.0272	11.6369	10.1004	3.4452	8.3557	1.1482	2.6885	-5.8119	4.0281	7.9777	4.3312	2.1604	-0.8223	-0.3164	-0.4297	-0.8734	4.2771	1.788	-8.0846	-8.1757	-5.9894	-6.594	-6.3071	0.9767	2.8272	1.4477	2.9491	2.1321	10.7434	6.8535	8.0371	0.5929	0.7947	-3.207	0.1103	8.0009	7.0402	-3.6164	-2.0593	-1.8549	9.4988	0.058	3.2993	-0.6231	-6.1776	-0.5803	-5.4135	2.0323	-2.0141	0.8124	0.6035	-7.5622	6.1409	4.5273	-3.2628
D06-ZH-R3	1.4534	0.3137	-1.3163	-9.1325	-2.7134	6.2427	2.341	3.3957	4.7027	-9.3337	3.1146	-9.3684	-9.1433	-3.1733	-0.1783	-9.132	-2.4302	-7.7334	2.8549	-2.0184	7.4154	4.1752	1.9483	-8.2432	5.9802	-5.7161	1.8792	5.2933	-7.6625	0.28	-3.8817	-9.1892	-3.1718	0.3341	-9.1425	-3.9913	3.4129	1.3667	-0.5945	2.3636	4.5759	0.5204	1.2444	-0.6493	3.2322	-0.2501	-9.243	-9.2963	0.6064	-2.874	-9.3115	2.0527	-3.1539	0.5269	-9.4011	-9.0393	-9.0455	3.5299	4.8569	1.5469	3.3449	3.0303	2.4519	2.5581	2.9427	-9.2348	-8.3306	4.7701	2.3804	-3.77	6.2126	-4.3146	1.1232	-0.5125	1.5368	4.8042	5.2436	4.288	-0.2497	3.8446	-9.2797	3.5865	9.6356	5.884	5.527	5.1152	3.8059	-5.2072	1.1921	-3.998	6.0237	-5.2135	3.9112	0.3208	-0.5845	-1.399	8.643	-2.1608	0.0895	1.3597	3.8728	0.0386	4.8912	3.1113	-0.163	-1.5178	-9.2422	-8.9877	-9.3299	-9.2791	-9.1761	4.5037	5.4755	1.9043	-0.5945	0.1028	3.358	6.1873	0.7176	2.1272	-5.8583	-2.9865	-2.9213	-9.2127	0.472	1.4125	-9.2896	-4.5452	3.7024	7.774	10.909	11.9881	11.7498	10.1027	3.1925	8.5529	0.9939	2.5337	-6.0795	4.6412	7.3907	3.943	1.7847	-1.0118	-2.9184	0.0632	-1.4577	3.8689	2.1767	-9.1821	-9.23	7.5826	-7.6911	-6.2568	1.5036	2.8383	1.4662	2.1648	1.7962	10.7689	6.2243	7.7428	0.5981	0.5896	-3.3224	-0.111	7.964	6.9523	-5.0685	-2.1752	-6.3831	9.2743	0.0796	3.4127	-2.0249	-6.1959	-0.4055	-3.7419	1.9907	-1.439	0.2547	0.1426	-7.6034	5.944	5.0467	-3.8786
D06-ZR-R1	3.8543	2.0043	2.6592	-5.0917	-1.8377	0.8569	-1.4529	0.1107	2.9146	-8.6384	2.1324	-10.518	-10.4176	-2.5525	-6.2037	-4.7497	-1.416	-5.5114	5.4308	-0.5703	8.2144	7.3671	-0.9819	-3.7627	1.4825	-6.867	0.2928	4.2691	-2.4403	0.9138	-4.5761	-7.4551	-2.0245	0.8254	-3.9573	-2.1015	3.4306	3.7086	0.8264	4.7992	6.4934	-1.0422	2.9609	-0.8574	3.9765	-1.9403	-9.5799	-9.4737	3.8486	-4.9282	-3.8398	3.8748	-0.7219	1.6241	-3.8067	-8.4652	-10.4168	3.4692	6.9952	2.795	3.9995	3.9801	4.7836	1.2047	4.2535	-10.6344	-8.267	6.5	2.5123	-1.8523	7.3748	-1.6799	-1.3813	-1.3708	3.5994	6.0437	6.1012	6.4419	-0.6158	4.7208	-10.6357	6.2813	9.3994	5.1928	4.738	5.1634	3.2387	-4.3217	2.7509	-3.8697	7.1395	-5.021	3.7061	2.0054	2.8468	0.187	9.2848	-1.5445	-2.2802	-0.5233	5.5973	-0.1853	6.0283	3.8043	-1.0791	0.6432	-8.2507	-10.75	-5.297	-10.5502	-3.4139	5.6695	5.9122	5.5328	-1.503	4.1722	7.0798	3.2029	3.625	5.605	-2.9285	-2.1309	-0.6972	-9.0792	4.0615	4.1418	-3.4713	-2.9757	2.4429	6.006	10.5139	9.7065	10.2418	10.0514	1.8504	6.8674	-0.8227	1.8888	-9.6764	2.7879	6.9995	2.0988	0.3045	-5.1146	-9.1538	-7.6032	-0.7906	4.6013	-0.223	-9.0172	-10.3887	-9.6524	-7.9502	-7.783	0.1685	-0.3578	-1.6205	5.7157	-0.7535	9.9315	7.055	7.0209	-0.883	-0.4891	-5.9057	-2.4369	7.1621	6.0127	-3.9256	-4.6268	-3.7751	8.6861	-1.0714	2.6252	-4.0637	-9.5712	-2.0265	-10.4279	0.1213	-3.4115	-2.8504	-0.8476	-8.2875	3.3574	1.6726	-6.5311
D06-ZR-R2	3.8094	1.5689	1.9745	-5.7341	-1.4798	0.7667	-0.6365	-1.8166	1.9857	-4.0887	1.3798	-9.5058	-9.9358	-2.5348	-6.0876	-4.6151	-1.9772	-4.7887	5.6532	-0.454	8.1121	6.9909	-1.8252	-3.3359	0.6687	-6.408	-2.3307	4.4939	-3.0455	1.5472	-3.9549	0.1489	-1.8057	-0.2731	-2.3419	-1.7578	3.5128	3.6523	0.4181	4.4489	6.3411	-1.0451	1.5603	-0.9576	3.9438	-6.6276	-7.7952	-7.1655	2.3807	-4.0746	-3.1836	4.152	-0.4988	1.4684	-3.961	-8.1448	-9.7954	3.8278	6.7084	3.1849	3.6773	3.8949	5.1967	1.7294	4.4372	-7.8544	-7.7743	6.7084	2.1682	-2.0172	7.5137	-1.6313	-1.034	-1.5373	3.8508	5.9278	6.3144	6.2918	-0.0417	4.9085	-9.8125	6.5856	9.0795	4.9039	4.2688	4.7353	3.938	-4.264	3.4222	-3.3575	7.1584	-4.2823	4.3984	2.3639	2.7676	0.3377	9.1714	-1.1919	-2.1491	0.3244	5.5207	0.5183	6.5895	4.5025	-0.9105	-0.2166	-9.6116	-9.6304	-7.258	-9.4431	-3.4518	5.8692	6.2305	4.7806	-2.0533	3.3768	6.5164	2.1312	4.0482	5.6051	-3.0366	-1.538	-0.194	-7.7388	3.8253	4.3411	-2.5286	-3.4203	1.9968	5.1401	9.7811	9.2205	8.9402	8.2033	2.1288	6.7988	-0.9314	1.1654	-9.4185	0.678	5.7935	2.653	-0.4676	-3.4019	-7.0104	-7.2344	-2.4948	4.89	-0.9321	-8.6979	-9.7632	-9.8194	-7.4953	-8.7921	-7.4427	0.0956	-1.343	4.3735	0.0962	8.9982	6.8368	6.4948	-1.4082	-0.9155	-4.5892	-2.5346	6.5814	5.2932	-5.1405	-4.0283	-3.4052	7.5999	-1.2057	2.0545	-2.6693	-9.7471	-2.1736	-8.2507	-0.1541	-2.9109	-2.255	-1.0834	-8.8656	3.1738	0.8158	-5.8887
D06-ZR-R3	5.372	2.5192	2.6391	-4.4553	-2.2595	1.5037	-0.1158	0.197	2.0608	-7.2611	2.8591	-10.8741	-10.8137	-0.6716	-5.565	-4.7711	-2.0466	-4.8864	4.9727	-0.9752	8.0393	6.4427	0.2858	-4.0556	1.9781	-9.3316	-2.3777	4.0456	-3.4213	1.5161	-4.681	-0.9617	-0.993	0.3104	-2.9075	-2.5003	2.9185	3.4742	0.3651	4.2618	6.0769	-1.3751	0.0329	-0.6638	4.3555	-8.6171	-8.2317	-8.6486	1.0871	-4.2815	-3.9358	3.6561	-0.8007	1.4594	-4.7307	-6.0212	-10.8584	4.2314	6.571	2.2399	3.9912	3.4216	4.4897	1.684	3.9116	-10.6866	-11.0123	5.8218	2.353	-2.278	6.6843	-1.8195	-0.165	-2.0082	2.8707	5.5164	6.0955	5.4471	-0.7138	4.537	-10.8045	5.6831	9.7855	6.1534	5.2704	5.625	3.4635	-2.5907	2.7787	-2.9011	6.6686	-3.7588	3.4468	1.7878	2.628	-0.0655	9.2236	-1.7956	-2.683	0.19	5.4404	-0.2881	5.6742	3.8282	-1.4628	1.7955	-10.7535	-10.8229	-10.938	-10.604	-6.0793	6.5697	5.1251	5.8135	-2.4651	4.0768	6.818	2.0807	2.8554	4.9649	-3.6834	-1.8879	-0.8601	-9.9972	3.5347	3.3324	-3.7993	-3.3962	2.6598	5.8137	10.3987	9.5826	10.0251	9.0355	1.8316	7.7455	-1.3024	1.8581	-7.8979	1.443	6.0423	2.3071	0.2788	-4.3189	-4.7227	-3.9407	-1.5424	5.1004	-0.0963	-10.9027	-10.9169	-8.9394	-8.6945	-8.1404	-1.5403	-0.3458	-1.2535	5.9132	-0.0773	10.4053	8.3199	7.8081	-0.2988	0.0997	-4.2248	-1.3204	7.8508	6.7545	-3.3714	-2.9036	-4.0911	9.0244	-0.2201	3.1808	-3.4437	-7.3937	-1.621	-8.0339	0.4759	-3.234	-1.9397	-0.0726	-9.3001	4.1795	1.7442	-6.2767
D07-NF-R1	4.3394	-3.4211	-2.3019	-5.2346	-2.8885	1.6077	-1.0103	0.4623	1.9942	7.7798	-6.0303	2.8837	3.68	-1.2721	4.8249	1.226	-3.2782	3.7348	-2.2493	4.5067	3.0685	5.6198	6.1221	-1.4757	2.428	-3.1477	1.2205	3.0149	-4.5796	-2.4545	-3.4872	-11.9306	-4.4623	-6.9621	-2.4987	-4.3662	1.7907	-0.6838	-1.9469	-0.9293	6.572	-2.5964	-4.4738	-3.12	-2.0941	-10.3683	-11.8354	-11.8745	-3.7375	2.4902	2.3191	2.5302	2.9987	-1.8318	2.7185	1.2803	-0.6292	3.3137	3.6008	1.6181	2.7658	-1.2659	1.1325	3.7786	3.6978	-6.4308	-6.2917	5.8673	6.0715	-1.0226	6.6264	-1.5083	-3.2093	3.0279	5.0337	0.5154	4.3143	3.4859	-0.0839	5.2772	5.536	6.6961	8.5444	3.1501	1.6386	1.8502	5.8136	-4.1552	2.615	-5.7936	8.4953	4.256	6.0753	1.9688	-0.0358	1.2088	5.8539	4.5163	-0.5429	0.2062	0.5578	-0.417	5.7379	0.3877	-0.7875	-4.9941	-11.8361	-11.9237	-4.7348	-11.918	-4.1493	3.5635	5.4957	3.2236	-0.9474	0.6932	3.0692	3.7909	-3.1062	-3.6362	-7.4954	-8.1267	-5.9535	-11.8888	-6.3322	2.3044	3.2509	-3.7453	-0.5225	1.2155	7.5025	6.8526	-2.0881	2.5315	-1.0006	5.4395	-4.1551	2.9153	-10.8792	4.2762	2.7908	1.8057	-0.9004	-5.2778	1.7188	-9.4368	-4.6073	1.145	-2.7155	-11.9477	2.9972	-11.2228	-11.9139	2.3147	1.4503	-2.1857	-4.2936	0.433	0.8604	7.6653	5.0757	7.049	6.344	3.0841	-5.0273	4.5505	3.7892	4.2946	-2.5343	4.9832	5.7176	7.6351	6.0808	4.4199	-5.0848	-6.8323	-2.3721	-8.7899	-0.2806	-5.5982	2.7422	6.3099	4.9348	3.7918	6.4735	-1.8589
D07-NF-R2	4.624	-3.5928	-3.6001	-5.1972	-2.803	1.7443	-0.6451	1.9302	1.7779	7.3596	-4.6968	2.7844	3.1666	-1.3034	4.1786	0.6858	-2.5889	2.7147	-1.86	5.0217	2.816	6.3914	6.3676	-1.4714	1.2858	-7.1029	-2.0846	2.9799	-3.9805	-2.0023	-4.5081	-10.5431	-4.5601	-5.8271	-3.0509	-4.4162	1.6041	-0.9095	-2.9456	-1.2287	6.4537	-3.3933	-3.0717	-2.865	-2.0049	-8.1774	-10.5689	-10.5034	-3.2179	2.3438	2.5642	1.9238	1.1133	-2.8811	3.0269	1.4795	0.3097	1.5288	3.7392	0.2323	2.8811	-1.2812	0.395	3.4871	3.184	-9.3161	-9.1378	5.724	6.1007	-0.2952	6.8602	-1.1668	-2.7873	2.5693	4.8518	0.6666	4.4568	3.1918	0.6221	5.2461	4.7775	6.1026	8.3942	3.739	2.1829	2.2039	5.9628	-5.1029	2.7427	-4.2889	8.717	4.2017	6.6635	2.0161	0.2603	1.5973	5.6574	4.7349	-0.4145	0.2997	0.5149	-0.4536	6.3208	0.9303	-0.4871	-5.1343	-5.5237	-10.6592	-10.5938	-10.6356	-6.4882	3.5478	5.8381	3.8016	-2.1376	-0.4094	3.1302	2.8573	-3.2633	-2.6296	-7.3591	-7.1102	-4.8893	-10.5946	-6.5616	2.7661	3.7882	-2.9862	-0.3126	0.7268	7.0702	6.3406	-1.6429	2.436	-0.541	5.5353	-3.6894	2.9591	-10.7872	3.6734	2.0814	1.8056	-1.2606	-5.1452	1.4523	-7.8982	-7.7258	1.498	-1.7949	-10.8786	2.1237	-9.7344	-10.6269	1.9633	-0.2338	-1.4152	-3.596	0.8718	1.0542	7.6086	5.4951	7.4457	6.5689	3.514	-3.3857	5.0397	3.8791	4.5791	-2.0711	5.2685	5.8539	8.0477	6.255	4.675	-3.769	-10.5585	-1.9036	-8.7552	-0.1794	-5.8705	2.3022	5.2687	4.7158	3.8463	6.3168	-1.321
D07-NF-R3	5.5433	-2.2494	-1.966	-4.9679	-3.6632	-0.4689	-0.7305	1.7782	1.84	7.5047	-6.7786	3.0804	3.4901	-1.2547	3.3042	-0.4022	-3.6446	1.9232	-1.8527	4.9837	2.5558	5.2214	6.58	-1.236	0.1672	-6.4969	-5.744	2.5376	-3.913	-1.7323	-4.3451	-11.3621	-3.969	-6.0359	-3.3878	-5.1505	1.778	-1.2541	-1.8818	-2.367	6.6569	-4.8287	-3.4478	-5.4334	-2.3825	-3.6489	-11.4018	-11.3918	-3.9298	2.7167	2.3891	2.4754	0.7814	-3.3411	2.5772	1.0025	0.5612	0.7478	4.2388	0.2273	2.6477	-1.3839	0.5628	2.8336	3.4893	-11.5899	-9.856	6.056	6.914	-0.2661	7.2508	-1.14	-2.4993	2.475	3.6411	0.4309	4.2677	2.2788	1.2628	5.4121	3.7572	6.4287	8.7387	4.3308	3.0088	3.2337	5.8707	-4.9714	3.9619	-6.0127	8.4609	3.8819	6.878	2.5121	0.2199	1.4305	5.6201	4.464	-0.5909	0.0371	0.2891	-0.6324	6.1663	1.0025	-0.5439	-4.7645	-6.8279	-11.0973	-11.3479	-11.5607	-4.6606	3.7468	6.1357	3.6922	-2.9249	0.2825	2.8541	0.7964	-3.2208	-2.9226	-6.4253	-8.0967	-4.9545	-11.3982	-6.4958	2.7806	2.9099	-3.2089	-0.014	1.3376	8.0791	6.2859	-1.6585	2.7667	-0.8431	6.0414	-4.3055	4.2945	-11.3901	4.442	2.9927	2.8835	-0.0085	-4.8607	2.8017	-4.8353	-3.5584	1.8381	-1.3856	-11.2231	2.3895	-11.2399	-11.5798	3.2972	2.0759	-2.887	-4.2516	1.1944	1.4273	8.0221	5.4887	7.5354	6.5767	3.2418	-3.6901	4.9801	4.2241	4.7397	-1.8517	5.1115	5.8034	8.0819	6.4603	4.6204	-4.372	-7.3646	-1.8969	-7.3441	0.3373	-5.213	1.623	5.6245	5.0698	4.3292	7.0717	-0.9384
D07-OF-R1	4.5882	-4.1217	-2.9871	-6.4966	-5.4399	-0.7149	-1.3883	0.4008	1.3732	11.6194	-6.3072	1.8254	3.598	-1.6442	4.4128	0.6844	-1.8694	6.6817	-2.4192	3.1057	1.7597	5.1752	4.3413	-2.3269	-0.8671	-2.2809	-1.0069	3.6712	-4.2528	-3.3323	-3.8039	-9.4913	-7.7018	-7.3224	-1.6873	-2.0806	1.3221	-0.7529	-3.4976	-1.1113	6.3612	-2.3884	-2.2878	-2.5229	-2.1485	-7.8084	-7.3483	-9.2616	-2.0906	3.9252	3.3855	1.3169	1.3634	-7.3898	3.9495	2.0262	1.0909	2.9471	5.0218	1.2522	2.8671	1.6214	1.3277	2.3977	3.8463	-9.1189	-5.2639	5.3963	4.8411	-1.567	5.4195	-2.3508	-3.8177	3.8587	3.4224	0.1252	4.1475	2.6491	-1.1632	4.4333	4.9961	6.0729	9.4013	3.0035	1.4838	1.311	3.5731	-4.4192	1.5031	-5.214	8.434	5.1102	4.3849	1.0767	0.4947	-0.0259	4.8431	4.695	-2.1221	-1.2441	-0.025	-1.557	4.6038	-0.0021	-1.143	-4.4732	-8.213	-9.4941	-9.4573	-9.0513	-3.7095	2.1222	4.0927	0.8055	-2.7007	-3.0141	1.407	1.1896	-2.6124	-3.4567	-6.2896	-7.3976	-6.3791	-9.3325	-6.5202	0.8463	5.0956	-2.9441	-0.0522	2.6408	8.8413	7.5809	-1.5171	2.2313	-0.3333	5.2867	-2.2989	3.6979	-9.2959	6.3059	3.2944	1.9758	1.0949	-5.322	2.0479	-9.1845	-6.9888	2.6672	-0.9385	-9.2917	4.0807	-9.0454	-9.1972	4.658	1.2571	-8.2173	-6.936	2.3811	2.0235	8.1772	5.2028	7.7766	6.1943	3.151	-3.5897	4.6701	4.3808	4.6185	-1.9961	4.806	5.5608	8.2325	5.9887	5.0013	-6.157	-9.364	-1.4757	-7.6308	0.0041	-7.0024	5.5961	5.7648	5.7901	4.2113	7.6564	-0.8824
